Rating;Content;Date
4;В целом неплохо,но надо доработать.;2017-07-30
5;Удобно;2017-07-30
5;Все круто!;2017-07-30
5;Суперское приложение Мне очень понравилось:) Советую всем!!!:);2017-07-30
4;В принципе не плохое приложение;2017-07-30
5;Удобно, все нравится;2017-07-30
1;Скачивается и по новой что за Х исправте;2017-07-30
5;Все отлично, ни чего менять не надо;2017-07-30
5;Все супер;2017-07-30
5;Хорошее!;2017-07-30
5;Классное приложение;2017-07-30
5;Благодарен за лояльность клиентам сотрудников;2017-07-30
5;Пока все нормально работает.;2017-07-30
2;Какое вам дело до моей прошивки и root-прав? И уберите уже этот криворукий антивирус. Нормально не работает, но место занимает.;2017-07-30
5;Здорово! Классный и удобный интерфейс, неповторимый дизайн, а самое главное безопасность данных.;2017-07-30
4;Мне очень нравится;2017-07-30
5;Норм.;2017-07-30
4;Хорошее приложение;2017-07-30
5;Очень удобно координировать свои финансы;2017-07-30
1;Почему не приходят на номер телефона пароль для подтвержения уже как два дня жду... ПРИЛОЖЕНИЕ УЖАСНОЕ. СМС С ПАРОЛЕМ ТАК И НЕ ПРИХОДЯТ. РАЗРАБОТЧИКИ МОЛЧАТ.... УЖАС ПРОСТО...;2017-07-30
1;Просит предоставить слишком много разрешений!;2017-07-30
4;Ненужное всплывающее сообщение При оплате по шаблону сообщение Не хватает данных. Доработайте пожста;2017-07-30
5;Супер;2017-07-30
4;Было на старом Самсунге хорошо.посмотрим на хайвее;2017-07-30
5;Удобно;2017-07-30
1;Ошибка установки;2017-07-30
5;Приложение супер!;2017-07-30
1;Просит очень большое число разрешений. Зачем вам данные о вызовах, смс и wi-fi сетях?;2017-07-30
5;Хорошее приложение!;2017-07-30
5;Самое удобное из банковских.;2017-07-30
5;Спасибо огромное, очень удобно и быстро;2017-07-30
1;Не работает. 30 июля утро - приложение лежит, нет возможности пополнить счёт, с разных устройства пробывал;2017-07-30
3;Ну...такооое.. Только у меня он требует вводить пароль три раза? Долго загружается.;2017-07-30
4;После просмотра уведомлений ждать приходится день чтобы зайти на просмотр своих счетов;2017-07-30
5;Классное;2017-07-30
4;Есть проблемы когда заходишь пишит что ошибка приложение. А так в целом все устраивает.;2017-07-30
5;Все очень хорошо работает;2017-07-30
2;Плохо работает приложение;2017-07-30
5;быстро,удобно.Очень довольна;2017-07-30
3;Но только из за того что прошло удачное обновление приложения;2017-07-30
5;Приложение удобное. Все необходимые операции делаются без труда.;2017-07-30
2;"Что это ещё за проверки безопасности по полчаса? Почему меня ограничивают в действиях, если у меня на телефоне рут? Я знаю, что он у меня есть, что теперь, ради одного вашего приложения удалять его? Приложения других банков прекрасно работают с рутом! Мне нужно деньги перевести срочно человеку, шаблонов нет, и я не могу это сделать, потому что ваша идиотская проверка нашла рут и разрешила мне только шаблонные платежи!! Уберите эту лажу, будьте добры, или сделайте подтверждение ""да, я знаю про рут""!!!!";2017-07-30
5;Всё по делу, ничего лишнего. Удобный интерфейс. Жаль только не по всем платежам можно делать шаблоны.;2017-07-30
1;После обновления начало тормозить;2017-07-30
5;Супер, очень удобно. Спасибо.;2017-07-30
4;Не могу сделать ни одной операции;2017-07-30
5;Отличный сайт;2017-07-30
5;Очень удобно! Иногда бывают сбои,но это впрочем наверное в нашем веке пока будет вечной проблемой в каждой программе.;2017-07-30
2;Зачем нужно делать такие обновления ? То косяк с антивирусом теперь же по одной карте даёт старую информацию а вторая вообще пропала , и не обновляется , молодцы;2017-07-30
5;Очень удобно, спасибо!!!;2017-07-30
3;Удобное в плане переводов, платежей. Но почему не возможно зайти с первого раза. Вводишь код по 5 раз минимум. При хорошем интернете. Так же не всегда пишет верную сумму остатка на счете карты. С входом надо решать проблему;2017-07-30
5;Здравствуйте, я вот недавно сделал сброс данных на смартфоне и после этого приложения сбербанк не устанавливается, пишет какая то ошибка. Можете помочь? Может старая версия только доступна для моего смартфона. Lenovo a606.;2017-07-30
1;Работает через раз,вечно зависает...и отвечает...извините,что-то пошло не так;2017-07-30
5;Супер);2017-07-30
5;Очень удобно! !;2017-07-30
1;Как в мае сломали приложение обновлением 7.7.2, так до сих пор не починили. До обновления все работало, только обновил приложение, сразу перестало работать. Антивирус медленный, подвисает, код приходится теперь вводить дважды, вылетает с ошибками.;2017-07-30
1;Приложение зависает. Некорректно отображает баланс.;2017-07-30
5;После обновления приложение вообще не работает, операции не выполняются;2017-07-30
4;Нужно больше возможностей.;2017-07-30
5;Супер;2017-07-30
5;Было бы здорово, если бы появилась возможность открытия сберегательного счета через МБ.;2017-07-30
5;Просто и оперативно, спасибо!;2017-07-30
5;Не зависает, все быстро и оперативно работает;2017-07-30
5;Очень удобное приложение. Я уже и не знаю как без него жить:);2017-07-30
5;Всё очень хорошо работает.;2017-07-30
1;Верните прежнее , это просто шляпа какаято , смс с кодом так и не дождался а антивирус ваще лишний наворот.;2017-07-30
5;Очень удобная программа,облегчает жизнь и бережет мое время;2017-07-30
5;👍👍👍👍;2017-07-30
5;Всё хорошо!;2017-07-30
5;Все отлично, но нашел баг. Если попробовать закрыть виртуальную копилку с балансом 0, выкидывает из приложения, копилка при этом не закрывается;2017-07-30
5;Все отлично 👌;2017-07-30
5;xaroshe;2017-07-30
5;Очень удобно управлять своими финансами не выходя из дома;2017-07-30
4;Сняла одну звезду сегодня, т.к. зашла в сбербанк, а он мне не показал остаток на карте! А в компе показывает остаток!;2017-07-30
4;Долгое время был доволен. Но теперь ради моей безопасности хрен запустишь приложение. Спасибо. Перестал пользоваться.;2017-07-30
1;После последнего обновления пользоваться стало невозможно. Постоянные ошибки. Переводы и оплата получаются только с 10-го раза.;2017-07-30
2;Не решена проблема с входом в приложение через отпечаток пальца. Исправьте пожалуйста;2017-07-30
5;Нормально;2017-07-30
5;Норм;2017-07-30
4;"Перестало заходить, причем именно дома по wi fi. Ввожу пароль и тутже выкидывает обратно. Пишет не удалось установить защещённое соединение. Мой wi fi ему не нравятся (стоит wi fi репитер) вот и не соединяет. По этому приходится выключать приложение и wi fi на телефоне и заходить снова через 3g. А так мне нравится, удобно. Заметил проблему с оплатой по QR коду: в графе наименование сбита кодировка текста (Г?ГЂГЋ ""ГЃГ Г§ГЇГ?Г?Г? Г?Г?Г?Г?Г?ГЈГЁГ?Г­ГЈГ Г§ Г?Г Г­ГЄГІ-ГЏГ?ГІГ?Г?ГЎГІГ?ГЈ"")";2017-07-30
4;Не хочет работать на улице даже при связи 4G.Постоянно пишет :сбой сервера.На домашнем Wifi-нормально.;2017-07-30
1;По техническим причинам я не могу воспользоваться переводом на другую карту. Тупо приложение которые делали тупые люди. Удачи шаражка;2017-07-30
5;Все удобно и понятно!;2017-07-30
5;Всё супер;2017-07-30
5;Отличное приложение всегда выручает спасибо разроботчикам;2017-07-30
1;Приложение не обновляется, пишет не удалось обновить;2017-07-30
5;Работает отлично, всё удобно;2017-07-30
2;1. Запрашивает пароль на вход 2 раза. 2. Оч долго грузится, из-за проверки на вирусы 3. А сегодня не отображаются последние операции по карте;2017-07-30
5;Почему при каждом запуске производится проверка прошивки, очень неудобно...;2017-07-30
3;Иногда подвисает;2017-07-30
4;При в ходе приходится повторно в водить код.;2017-07-30
4;Удобно.;2017-07-30
4;Работает неплохо, очень удобно при наличии нескольких карт и вкладов, перекидывать деньги, 4потому что глючит сумму иногда, высвечивает не ту сумму,что есть на самом деле;2017-07-30
3;Когда исправите проблему с вводом пароля? По 2-3 раза подряд вводить приходится.;2017-07-30
5;😍😍😍;2017-07-30
5;Очень приятно, что разработчики откликнулись на сообщение о проблеме, которая возникла в предыдущих версиях приложения (отсутствовала возможности проводить платежи), и устранили ее;2017-07-30
5;Все сурер;2017-07-30
5;Очень удобно общаться.и пользоватся сбербанком;2017-07-30
4;Приложение удобное,но последние ошибки сводят на нет его эффективность. Пропали выписки по всем картам,не обновляется остаток. Не работают смс-оповещения о входе в приложение. Т.е. если произойдет несанкционированный вход,я об этом никогда не узнаю,хотя условия предоставления приложения говорят об обратном. При входе приходится дважды вводить пароль для доступа, хотя вход в приложение происходит с первого раза, появляется главный экран,но потом почему-то опять вылетает на окно ввода пароля. Писала об этом ни раз. Ни одно обновление не исправило эти ошибки. Сделайте что-нибудь!!!!!;2017-07-30
5;Приложение работает хорошо...что собственно и радует.;2017-07-30
1;после установки приложения телефон стал зависать, в личный кабинет часто с первого раза не зайти, бывает и 10 раз не пустит. телефон без рут а3 - 2017.;2017-07-30
5;Всё хорошо, так держать!;2017-07-30
2;Очень долгое;2017-07-30
5;Все нравится;2017-07-30
5;Всё отлично;2017-07-30
4;Очень удобное приложение для андроидов, работает на все 100!;2017-07-30
5;Всё нормально;2017-07-30
5;Норм Сбер!;2017-07-30
4;Иногда глючит;2017-07-30
5;удобно! просто!;2017-07-30
1;Вход с второго раза,лаги.;2017-07-30
1;Было всё хорошо, сделал root, перестало работать. Только с шаблонами. Вернул стандартную прошивку, без root, сбербанк так ничего и не загрузил. Ничего не изменилось. Не доволен. А вот с проверкой антивируса вообще беда. Жду их следующего обновления, для получения лучшего результата.;2017-07-30
5;Отлично!;2017-07-30
5;Елена Анатольевна;2017-07-30
3;Не могу дождаться смс с паролем ,проблема.долго ждал,безтолку-удалил.;2017-07-30
5;Все отлично;2017-07-30
5;Приложение отлично разработано) мне очень нравится. Не влияет на работу телефона и др. приложений.;2017-07-30
5;Неплохое приложение. Удобно пользоваться.;2017-07-30
5;Даже очень неплохо. Даже больше(^^) Единственная непонятка, чтоб войти в программу нужно 3-4 раза пароль набрать. С одного раза ни разу не было.;2017-07-30
2;После установки начинает сильно лагать устройство в стиле зависания и торможения устройства, пришлось удалить приложение до исправления бага;2017-07-30
1;Безумно бесит невозможность входа с первой попытки. Иногда и третьей недостаточно, разберитесь уже, наконец. Сколько можно хаять юристов за неумение работать с нейронной сетью и не уметь исправить такой косяк ПО?;2017-07-30
5;B'oris;2017-07-30
1;Вылетает заставляет глючить тел.;2017-07-30
3;Просит обновление,но обновить не возможно.;2017-07-30
5;Отлично;2017-07-30
2;Не могу зайти в личный кабинет. Не приходит пароль;2017-07-30
1;Я долго думал, зачем это убожество стоит на моем телефоне ищет вирусы, находит их в стандартных приложениях Гугла, находит рут доступ, видимо у соседа и после 20 мин настройки разрешает только посмотреть счет. Зайдя в браузер и залогиневшись в свой обычный аккаунт, все можно сделать за 1 минуту. Удалить приложение, использовать браузер = профит;2017-07-30
5;Очень удобно,всё нравится!!!;2017-07-30
5;,👍;2017-07-30
5;Суперрр!!! Очень удобное приложение!!!;2017-07-30
5;Отлично^;2017-07-30
5;Отлично работает.;2017-07-30
5;Великолепное приложение. А главное безопасное;2017-07-30
4;Не знаю, что вы сделали, но вроде все заработало. И не смотря на то, что на это ушел не один месяц, спасибо. Ура-а я опять мобилен и это счастье! Очень прошу перестаньте бездумно прокачивать приложение, и будет нам счастье!;2017-07-30
4;Заработало на Meuzu m5 note после обновления. Спасибо.;2017-07-30
5;Очень удобное приложение, здорово что есть антивирус;2017-07-30
5;Отличное приложение!;2017-07-30
5;Спасибо очень хорошо быстро и удобно;2017-07-30
2;Не приходят смс о потверждении, устала ждать ,пробовала 4 раза, всн безрезультатно!!!;2017-07-30
5;Мне очень нравится приложение.Где бы я не находилась могу оплатить любой платеж и не только свой.Могу контролировать расходы и доходы.Я ставлю отлично;2017-07-30
3;Все классно;2017-07-30
5;отличное приложение, удобно, понятно и защищено личным паролем, что очень важно.;2017-07-30
1;Почему не работает приложение?! В чем проблема?уже удаляла приложение и снова установила,не работает,не загружается!;2017-07-30
5;Всё нравится и очень удобно. Спасибо.;2017-07-30
5;По удобству в использовании 5+;2017-07-30
5;Отличное приложение;2017-07-30
4;Почему не приходит смс с паролем? Помогите пожалуйста, очень сильно нужно ваше приложение! Ну кто нибудь ответит мне или нет?;2017-07-30
1;Хуже ничего ещё не видел,чуть ли насильно впихивают своё приложение которое ещё и заставить работать очень сложно;2017-07-30
5;Отлично...;2017-07-30
5;Отличное приложение, даже в ПАО ходить не надо;2017-07-30
5;мне нравится;2017-07-30
5;Прекрасное приложение;2017-07-30
3;Отличное прилажение. Очень порадовало, что оно теперь здоровается;2017-07-30
5;Удобно;2017-07-30
5;Без слов;2017-07-30
3;Приложение не сохраняется на рабочем столе;2017-07-30
3;Обновил приложение и теперь оно не открывается удалял раз сто и устанавливал снова но все равно не открывается,исправьте.;2017-07-30
5;надежный банк;2017-07-30
5;Все удобно и наглядно;2017-07-30
1;Приложение не оптимизировано:после каждого раза, когда я нажимаю кнопку назад оно вылетает, в итоге очень сложно что-то сделать. Почему при входе несколько раз запрашивает ввести пароль?? При оплате шаблонов не видит счёт для списания. Пожалуйста разберитесь...;2017-07-30
4;прошло время и приложение заработало наконец нормально;2017-07-30
5;Спасибо;2017-07-30
5;Очень удобно и нужное приложения;2017-07-30
5;Удобно и самое главное быстро;2017-07-30
5;Все хорошо, иногда тормозит;2017-07-30
5;Все норм работает;2017-07-30
5;Спасибо за такой удобство;2017-07-30
5;Супер;2017-07-30
5;Быстрая;2017-07-30
5;Ништяк;2017-07-30
5;Очень удобное приложение.;2017-07-30
5;Быстро удобно локонично;2017-07-30
5;Перекрыли кислород смартфонам на базе android, ужасно;2017-07-30
5;Все понравилось, работает отлично;2017-07-30
1;За встроенный неотключаемый антивирус;2017-07-30
5;Super;2017-07-30
5;Класс;2017-07-30
5;Очень удобное приложение. Особенно нравится сканер штрих-кодов для оплаты квитанций.;2017-07-30
5;Приложение отлично работает. Даже не знаю, что можно было бы добавить;2017-07-30
5;Очень удобное приложение никуда ходить не нужно с 3 детьми спасибо разработчикам!;2017-07-30
5;Очень удобно.;2017-07-30
5;Очень удобно;2017-07-30
5;Хорошее приложение;2017-07-30
5;Приложение очень удобное, разработчикам спасибо.;2017-07-30
5;класс просто удобно;2017-07-30
4;Всё очень удобно . Все услуги в доступе пары кликов . Но частота перебоев работы серверов , не сильно , но омрачняет данный инструмент . Дело не в интернете , проверено по 10 раз;2017-07-30
5;Отлично;2017-07-30
1;После изменения приложения, невозможно зайти в него. Все время ему видится рут, которого нет.;2017-07-30
4;Всё хорошо. Но упростить бы регистрацию;2017-07-30
5;Очень удобно;2017-07-30
4;Не пойму куда подевалась возможность заходить в личный кабинет по отпечатку пальцев. Была же. Удобно ведь было. Вернете?;2017-07-30
5;Грамотно сложено приложение! Спасибо!;2017-07-30
5;Круто.Всё легко,доступно и быстро!Я в восторге!;2017-07-30
5;Работает;2017-07-30
5;Отличное приложение;2017-07-30
5;Спасибо;2017-07-30
5;Отличное приложение;2017-07-30
5;Отлично!;2017-07-30
5;Пойдет;2017-07-30
1;После антивируса ничего не могу сделать -- удалю это приложение и сменю банк;2017-07-30
5;Очень удобно!;2017-07-30
5;Теперь не нужно ходить в банк, легко управлять своими щитами и копилками!;2017-07-30
4;Вполне удобно. Всё работает. Спасибо разработчикам!;2017-07-30
5;Удобно, комфортно.;2017-07-30
4;"У меня иногда по два раза запрашивает пароль после проверки прошивки, пишет:"" добрый день...."" и снова запрашивает пароль. Я в таких случаях делаю рестарт телефона, но даже после этого иногда приложение запрашивает пароль 2 раза. Это нормально? С чем это может быть связано?";2017-07-30
5;Отличительной;2017-07-30
5;Очень удобно класс!;2017-07-30
5;Всем давольна;2017-07-30
1;Это ужасно. Самый бестолковый мобильный банк. Переводы и списания отображаются не коррекно. Понять в какой день, время и от кого поступления нереально. В выписке лицевого счета полная чушь. Не советую.;2017-07-30
5;Было бы замечательно видеть более понятные данные в истории платежей, как это сделано например у рокетбанка.;2017-07-30
5;Мобильно и удобно ,в нужный момент очень выручает.спасибо за приложение.;2017-07-30
5;Отлично! Сверх всяких похвал;2017-07-30
5;Не плохо;2017-07-30
5;Всё супер работает!!!!Спасибо!!!!!;2017-07-30
5;Все устраивает.;2017-07-30
5;Хорошее и очень полезное приложение;2017-07-30
4;Не удобно оплачивать телефон, берите пример с приложения яндекс деньги;2017-07-30
5;Спасибо что на этом уровне хоть все у вас;2017-07-30
5;Все отлично работает;2017-07-30
5;Хорошо;2017-07-30
4;Ещё не оценил готовность..;2017-07-30
5;Все Ок !!!;2017-07-30
5;Легко следить за деньгами;2017-07-30
1;"Ужасно, глюченное приложение стало, всё жду следующего обновления с надеждой улучшений, но видимо напрасно; меняю с пяти звёзд на одну.";2017-07-30
2;Бесит! Нахера нужны шаблоны, если нажимая на них приложение выдаёт ошибку!!!!! И так каждый раз, мало того, что пароль вводить теперь надо по 2-3 , а-то и 4 раза😣😤 так ещё и от шаблонов толку никакого!!! Исправьте пожалуйста!;2017-07-30
5;Очень удобное приложение;2017-07-30
3;Приложение не плохое, а вот банк не располагает к себе доверие!;2017-07-30
3;После обновления стало невозможно использовать приложение. Предлагает подключение к другой сети. Интернет хороший, другие приложения работают. Прошу создателей сделать облегченную версию!;2017-07-30
5;Отличное приложение;2017-07-30
1;Не понятно что происходит с андроид пей !!!!;2017-07-30
5;Очень удобное приложение, только при 1-2 палочках связи работает либо медленно либо не находит подключение к интернету;2017-07-30
5;Очень хорошоп приложение;2017-07-30
5;Отлично;2017-07-30
5;Все работает отлично !;2017-07-30
5;Всё быстро работает, удобно. Иногда требует 2 раза ввести код безопасности, видимо из-за плохого интернет соединения.;2017-07-30
5;Удобно смотреть баланс, платить. Понятный интерфейс. Работает очень быстро. Недочётов за 2 недели не нашел.;2017-07-30
5;Очень нравится молодцы;2017-07-30
5;Мне нравиться;2017-07-30
5;Всё работает Гут.;2017-07-30
4;Не дурно;2017-07-30
5;Все очень удобно;2017-07-30
3;Требует часто обновлениЯ;2017-07-30
5;Хорошо;2017-07-30
5;Наконец-то все работает!!! Спасибо!;2017-07-30
5;Очень удобное приложение. Столкнулся с проблемой зависания инициализации антивируса, все перерыл, оказалось была виновата сломанная флешка в телефоне. Сейчас все работает исправно.;2017-07-30
5;Отлично;2017-07-30
5;Пока все норм;2017-07-30
1;Нихрена не оплачивает штрафы, несколько раз пытался оплатить и через штрих код, и сам вводил все значения, после введения т сканирования нажимаешь кнопку продолжить, а он просто ничего не делает и всё! Android Pay тоже не работает из root-прав, хотя телефону всего 2 недели и куплен он был в салоне;2017-07-30
4;Всё ништяк;2017-07-30
4;Хорошее приложение, но не могу настроить шаблоны.;2017-07-30
5;Отличное приложение!!!;2017-07-30
5;Все гут;2017-07-30
3;Отсутствует необходимая информация (номера счетов). Невозможно отследить операции.;2017-07-30
5;Всё очень удобно, спасибо;2017-07-30
5;Отличное приложение.;2017-07-30
5;Удобно;2017-07-30
5;Немного дольше стал загружаться. Ну а в целом довольна;2017-07-30
5;Ес;2017-07-30
5;Mijlo все супер;2017-07-30
5;Все функции чётко работают, всё очень удобно. Лично мне это приложение очень понравилось, экономит кучу времени и деньги. Сбербанк лучший в России на мой взгляд, был клиентом разных банков.;2017-07-30
5;Всё устраивает. Без выпендрёжа. Будут косяки - сменю банк.;2017-07-30
5;Отличное приложение;2017-07-30
5;Очень удобное приложение.;2017-07-30
5;"Все здорово, очень удобно и правильно сделано! К сожалению, со сменой телефона на Lenovo A2010 я лишилась возможности пользоваться сканером штрих-кода при оплате коммунальных услуг. Вот это небольшой ""минус"", в остальном - всё супер!";2017-07-30
5;Татьяна После появления антивируса в приложении, закрылся доступ переводов онлайн физическим и юридическим лицам, это было крайне неудобно. Буквально несколько дней назад все наладили, доступ появился, спасибо！Продолжаем пользоваться услугами сбербанка！);2017-07-30
2;"Хотя у меня и все работает, с первого раза захожу по отпечатку и т. д. , очень долгая загрузка (~30 секунд) с проверкой прошивки и включением антивируса реально утомляет. Избыточная как бы ""забота"" ухудшает опыт пользованием данного предложения";2017-07-30
5;Всё ок;2017-07-30
5;Все супер;2017-07-30
5;Отличное приложение;2017-07-30
1;ВСЕ ВИСИИИИИИИТИИИТИТТТТЩГРДПН!!!!!! А ИНОГДА— СЕРВЕР НЕДОСТУПЕН! SAMSUNG GALAXY J5!!!;2017-07-30
5;Спасибо, очень удобно и быстро!;2017-07-30
5;Хорошо что есть антивирус, все устраивает;2017-07-30
5;Удобное приложение, по сравнению с другими банками;2017-07-30
5;Всем доволен;2017-07-30
5;Нормальное такое приложение, но хотелось бы еще встроенный калькулятор! И с вычислением процентов!;2017-07-30
5;Мне всё нравится!!!;2017-07-30
5;Удобно пользоваться и без зареканий !!!;2017-07-30
5;Устраивает все;2017-07-30
5;Мне нравитя.очень удобно;2017-07-30
1;Ужасно,не получается зайти вбиваешь логин но смс с паролем не дождешся;2017-07-30
5;Лучшее из представителей эпохи!;2017-07-30
5;Мне очень ндравится, не выходя из дома дома делаю все платежи;2017-07-30
5;Ок все работает;2017-07-30
5;Очень удобное приложение, все денежные средства на ввиду, очень легко оплачивать счета по штрихкоду. Большая экономия личного времени, так как на оплату или перевод денег уходит меньше минуты.;2017-07-30
5;классное.;2017-07-30
5;Работает быстро,четко;2017-07-30
5;Просто и понятно;2017-07-30
5;Быстро, удобно, понятно 😊;2017-07-30
2;Находит вирус, и не удаляет. Запрет по перечислениям;2017-07-30
4;Перестали обновляться кредитные данные.зависли на июле(старые показания);2017-07-30
5;Всегда деньги под рукой.не тормозит не виснет.;2017-07-30
5;Класс;2017-07-30
5;Klasss;2017-07-30
5;В целом все нравится, удобное приложение.;2017-07-30
5;Быстро удобно;2017-07-30
5;Спасибо за исправление. Больше не ругается на рут.;2017-07-30
2;Не знаю как у других, а я не могу совершать платежи. Ни камунальные, ни переводы на других клиентов. Только оплатить свой мобильный. Раньше была расширенная версия, но после обновления стала такая. Пыталась переустановить тоже самое, мне не нравится. Вообще приходится в интернете находить полную версию и совершать операции там.;2017-07-30
5;Спасибо за все;2017-07-30
3;Который раз не удается войти в приложение. Вылетает окно: не удалось получить ответ от сервера. Как быть? Интернет стабильный.;2017-07-30
5;Ура!!! На Meizu u10 заработала полная версия, без ограничений. Спасибо;2017-07-30
5;Отличное приложение.. и что я раньше его не установил!;2017-07-30
5;Очень удобное и простое приложение;2017-07-30
5;Очень удобно;2017-07-30
5;Хорошо;2017-07-30
5;Хорошо;2017-07-30
5;Супер!!;2017-07-30
5;Все супер;2017-07-30
3;Я НЕ ПОНИМАЮ ЧТО ТАКОЕ, У МЕНЯ НА УСТРОЙСТВЕ КОГДА ТО БЫЛИ РУТ ПРАВА И ЗА ЭТОГО Я НЕ МАГУ ЗАРЕГИСТРИРОВАТСЯ ЧУШЬ ПРИЧЕМ ТУТ РУТ ПРАВА Я НАДЕЮСЬ РАЗРАБОТЧИКИ ПРОЧТУТ ЭТО И ОТВЕТЯТ;2017-07-30
5;Удобно быстро;2017-07-30
5;Маргарита;2017-07-30
5;Все четко;2017-07-30
5;Меня всё устраивает.;2017-07-30
1;"Перевод со сбера на сбер-комиссия!!! И аж 10%!!! Жадность-смертный грех! Перевел остатки от комиссии на телефон - ""Платеж заблокирован в целях безопасности"". Удаляю. Карту выбрасываю. Благо банк не единственный.";2017-07-30
5;Всё супер!!!;2017-07-30
5;Супер;2017-07-30
5;Класс;2017-07-30
5;все удобно и быстро;2017-07-30
1;Вообще на телефоне перестало работатт приложение раньше отлично было я не знаю с чем это связано;2017-07-30
5;Класс;2017-07-30
5;Очень нужное и приятное приложение.;2017-07-30
5;Очень удобное приложение, но ход конечно долго грузится.;2017-07-30
5;Ученье удобно, и качественно.;2017-07-30
5;Ок;2017-07-30
4;Молодцы и у вас все хорошо получается;2017-07-30
5;Работает отлично, без нареканий.;2017-07-30
5;Что можно сказать, работает на все 5;2017-07-30
5;Отличное приложение. Работает без сбоев.;2017-07-30
5;Мне пока все нравиться.;2017-07-30
5;Не хвотает определения сумму карты тройка., и пополнения в неё;2017-07-30
5;Спасибо!;2017-07-30
5;Все отлично, только хотелось бы в истории платежей видеть все совершенные операции, списания и поступления;2017-07-30
4;"Постоянно висит уведомление ""проверка устройства"", нельзя убрать.";2017-07-30
5;Super;2017-07-30
5;Очень удобное приложение. Можно управлять своими финансами лежа , где нибудь на пляже или в поездках, командировках.;2017-07-30
5;Всё супер, удобно;2017-07-30
5;Мне нравится!!!);2017-07-30
5;Удобно и отлично работает спасибо;2017-07-30
5;Очень удобно;2017-07-30
5;Присоединяюсь к армии владельцев телефонов Meizu... Пришлось откатиться на старую версию.;2017-07-30
5;Velikolepno;2017-07-30
5;Отлично;2017-07-30
5;Хорошее приложение👍;2017-07-30
5;Нравится все, спасибо!;2017-07-30
5;Отлично приложение, сильно упрощает жизнь);2017-07-30
5;Удобное приложение, всегда под рукой.;2017-07-30
1;Один раз збилась программ-немогу заного её закочать.Не устанавливается.;2017-07-30
1;Непрочитанные уведомления в списке визуально не отличаются. Светится на ярлыке 29 уведомлений, заходишь в список, там их тысяча. Приходится разворачивать все подряд, чтобы сбросить счетчик на ярлыке входа. Это просто издевательство.;2017-07-30
5;Очень качественное хорошее приложение. Проблем пока не обнаружил.;2017-07-30
5;Норм;2017-07-30
5;Пользуясь очень довольна.;2017-07-30
5;Всё удобно, даже не знаю что ещё сказать);2017-07-30
2;"После очередного обновления, при переходе ""на шаг назад"", вышибает из приложения. Также вышибает, если при открытом приложении надо срочно ответить на ватс ап или смс. Вот сейчас пишу отзыв, а приложение меня уже вышибло.";2017-07-30
5;Мне очень нравится ,пока без нареканий.Спасибо.;2017-07-30
5;Класс;2017-07-30
5;Работает отлично!;2017-07-30
4;Исправили проблему с Мейзу! 😀;2017-07-30
5;Мне очень удобно и все нравится;2017-07-30
5;Хорошо;2017-07-30
4;Приложение удобное, только иногда не корректно работает.;2017-07-30
5;Всё чётко, лаконично и очень удобно. Из пожеланий: хотелось бы иметь возможность регулирования частичного досрочного погашения кредита в мобильной версии.;2017-07-30
3;Виснет. По два раза входить приходится, иначе- никак.;2017-07-30
4;Шшш;2017-07-30
5;Работает отлично))!!! респект;2017-07-30
5;Блестяще;2017-07-30
5;Очень удобно и быстро делать переводы;2017-07-30
5;Мне очень нравится мобильное приложение сбербанка. Осень удобно, быстро и доступно!;2017-07-30
1;Постоянно, при установке ошибка 24, какие вы скрытые файлы добавляете в приложение, что даже полный сброс и полное удаление всей информации в телефоне, до состояния заводского, остаются? Руки из ж#пы у разработчиков.;2017-07-30
3;Задумка хорошая, но..После обновления долго загружается и часто вылетает из приложения. НЕВОЗМОЖНО войти через мобильный интернет.;2017-07-30
5;Удобно быстро;2017-07-30
5;Очень хорошее и нужное приложение .я всем довольна👍👍👍👍 спасибо разработчикам.;2017-07-30
